6.678965332031250000e+03,3.676735162734985352e+00
5.887922363281250000e+03,1.170083403587341309e+00
3.131129882812500000e+03,5.774010438472032547e-03
3.288286621093750000e+03,1.955481246113777161e-02
4.539207519531250000e+03,2.658686637878417969e-01
3.167114501953125000e+03,7.508660200983285904e-03
3.172051025390625000e+03,7.351900916546583176e-03
3.356237548828125000e+03,1.872387342154979706e-02
3.243317138671875000e+03,1.007761806249618530e-02
3.664988525390625000e+03,7.849210500717163086e-02
5.225071289062500000e+03,4.589213728904724121e-01
3.314319091796875000e+03,1.846946589648723602e-02
5.158721191406250000e+03,3.200658857822418213e-01
3.282262939453125000e+03,1.306379679590463638e-02
5.981267578125000000e+03,2.065776109695434570e+00
3.238255615234375000e+03,1.111189741641283035e-02
3.239916503906250000e+03,1.163253840059041977e-02
3.129182861328125000e+03,5.945954006165266037e-03
4.095343994140625000e+03,9.701693803071975708e-02
3.405661865234375000e+03,2.847118116915225983e-02
3.169716552734375000e+03,7.545176893472671509e-03
3.092425292968750000e+03,5.494765006005764008e-03
3.494783691406250000e+03,3.908101469278335571e-02
3.409783203125000000e+03,2.352743409574031830e-02
3.391744873046875000e+03,3.710204735398292542e-02
3.256500244140625000e+03,1.240580528974533081e-02
3.055556152343750000e+03,6.924392189830541611e-03
3.308979492187500000e+03,1.233955938369035721e-02
5.723159179687500000e+03,9.371839761734008789e-01
3.633388183593750000e+03,1.013204529881477356e-01
3.354288574218750000e+03,2.413100190460681915e-02
9.649068359375000000e+03,2.049591064453125000e+01
3.238068847656250000e+03,8.907717652618885040e-03
3.289774658203125000e+03,2.394080162048339844e-02
4.868242675781250000e+03,2.766408622264862061e-01
4.756247558593750000e+03,2.337872833013534546e-01
3.554042236328125000e+03,8.623755723237991333e-02
3.276451416015625000e+03,1.296713948249816895e-02
4.220144531250000000e+03,1.026479080319404602e-01
3.307479492187500000e+03,1.982374861836433411e-02
1.002358984375000000e+04,3.616107559204101562e+01
3.462243896484375000e+03,6.128743663430213928e-02
3.241140380859375000e+03,1.230660732835531235e-02
3.185178466796875000e+03,7.903603836894035339e-03
6.153414062500000000e+03,1.757404804229736328e+00
5.191540527343750000e+03,4.980193674564361572e-01
5.519442382812500000e+03,8.141033053398132324e-01
4.164767578125000000e+03,1.147105023264884949e-01
3.128439208984375000e+03,5.603753495961427689e-03
3.369770263671875000e+03,1.933372765779495239e-02
5.053164550781250000e+03,3.142719864845275879e-01
3.314854003906250000e+03,3.261331468820571899e-02
3.503872314453125000e+03,3.637212887406349182e-02
3.129773925781250000e+03,6.727037020027637482e-03
3.221181152343750000e+03,1.395577192306518555e-02
3.364383789062500000e+03,1.977138966321945190e-02
3.281459228515625000e+03,1.227271091192960739e-02
3.220123779296875000e+03,7.995896972715854645e-03
5.075099609375000000e+03,7.805579900741577148e-01
3.394108398437500000e+03,2.455027587711811066e-02
3.433270019531250000e+03,3.242702782154083252e-02
3.426499023437500000e+03,2.390168607234954834e-02
6.788401855468750000e+03,3.835643529891967773e+00
3.213102783203125000e+03,1.270245853811502457e-02
5.570060058593750000e+03,6.867365241050720215e-01
4.610892089843750000e+03,1.829112470149993896e-01
4.819701171875000000e+03,8.908500894904136658e-03
4.979388183593750000e+03,3.283095061779022217e-01
5.829674804687500000e+03,1.310726881027221680e+00
5.507535156250000000e+03,1.302608489990234375e+00
3.351637939453125000e+03,1.746021956205368042e-02
5.107182617187500000e+03,6.944321990013122559e-01
4.880929687500000000e+03,2.656575441360473633e-01
3.228365234375000000e+03,8.309362456202507019e-03
4.088597900390625000e+03,8.693525195121765137e-02
3.365863525390625000e+03,2.884447388350963593e-02
3.000381103515625000e+03,1.176319085061550140e-02
1.029536914062500000e+04,3.037932014465332031e+01
5.840376953125000000e+03,1.891298770904541016e+00
4.776631347656250000e+03,1.951065361499786377e-01
3.352928222656250000e+03,1.903501711785793304e-02
4.099077636718750000e+03,1.053633913397789001e-01
3.636341308593750000e+03,4.098350927233695984e-02
7.200118164062500000e+03,6.536502838134765625e+00
4.631289062500000000e+03,1.031329780817031860e-01
3.441295410156250000e+03,3.231441602110862732e-02
3.308200439453125000e+03,2.798397094011306763e-02
3.208063720703125000e+03,9.408414363861083984e-03
4.296815917968750000e+03,1.107145920395851135e-01
4.590610839843750000e+03,1.994316279888153076e-01
3.165732421875000000e+03,6.704467814415693283e-03
3.028550292968750000e+03,3.384310752153396606e-03
3.033280761718750000e+03,4.107067827135324478e-03
9.835445312500000000e+03,2.264908409118652344e+01
1.009371875000000000e+04,2.148823928833007812e+01
4.188461914062500000e+03,9.781544655561447144e-02
3.242055175781250000e+03,1.208811625838279724e-02
4.960641113281250000e+03,3.066401779651641846e-01
4.164195800781250000e+03,1.122422516345977783e-01
3.218943115234375000e+03,7.524911779910326004e-03
6.336620605468750000e+03,2.815676450729370117e+00
3.182361083984375000e+03,7.544394582509994507e-03
3.118759277343750000e+03,4.621184896677732468e-03
3.185717041015625000e+03,7.756415754556655884e-03
9.796710937500000000e+03,2.818312644958496094e+01
4.974169921875000000e+03,1.788407564163208008e-01
3.288644287109375000e+03,1.516155619174242020e-02
3.128078613281250000e+03,5.470564123243093491e-03
3.353176513671875000e+03,1.827540621161460876e-02
4.236416503906250000e+03,1.111350953578948975e-01
5.359374023437500000e+03,5.078860521316528320e-01
5.073740234375000000e+03,2.824541330337524414e-01
5.316213378906250000e+03,4.639207422733306885e-01
5.658263183593750000e+03,1.076504826545715332e+00
3.338229492187500000e+03,2.379571087658405304e-02
3.260591308593750000e+03,9.040020406246185303e-03
3.092459228515625000e+03,4.122978542000055313e-03
3.230840332031250000e+03,9.218582883477210999e-03
3.448775146484375000e+03,3.249265626072883606e-02
4.471466796875000000e+03,1.904863566160202026e-01
5.464443847656250000e+03,5.415450930595397949e-01
7.319665527343750000e+03,7.454049587249755859e+00
5.743280761718750000e+03,1.102139830589294434e+00
3.281275634765625000e+03,1.011626143008470535e-02
3.209517089843750000e+03,8.187261410057544708e-03
4.830354980468750000e+03,1.993619948625564575e-01
3.668045898437500000e+03,5.673287063837051392e-02
3.408924072265625000e+03,2.365034632384777069e-02
3.026923095703125000e+03,6.588291842490434647e-03
3.434879882812500000e+03,3.148219361901283264e-02
5.448310546875000000e+03,6.103265285491943359e-01
3.241126220703125000e+03,1.205518562346696854e-02
1.157675195312500000e+04,1.902055511474609375e+02
3.640759765625000000e+03,4.155187681317329407e-02
3.534336425781250000e+03,3.996567800641059875e-02
5.216189453125000000e+03,5.682616233825683594e-01
7.262966308593750000e+03,6.608911991119384766e+00
3.549557617187500000e+03,4.280803725123405457e-02
3.511729248046875000e+03,3.656538575887680054e-02
3.095972167968750000e+03,4.280945286154747009e-03
5.796291503906250000e+03,1.158691525459289551e+00
3.283001708984375000e+03,1.527717616409063339e-02
3.369492675781250000e+03,2.345877699553966522e-02
3.094391845703125000e+03,6.313938647508621216e-03
3.274362060546875000e+03,1.171321514993906021e-02
